date,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
2020-03-14,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0
2020-03-15,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,0.0,0.0,0.0
2020-03-16,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,42.0,0.0,0.0,0.0
2020-03-17,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,48.0,0.0,0.0,0.0
2020-03-18,0.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,52.0,0.0,0.0,0.0
2020-03-19,0.0,0.0,0.0,0.0,18.0,2.0,1.0,0.0,0.0,8.0,10.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,12.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,66.0,0.0,0.0,0.0
2020-03-20,0.0,0.0,0.0,0.0,20.0,3.0,3.0,0.0,1.0,10.0,13.0,0.0,0.0,5.0,2.0,0.0,1.0,1.0,12.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,11.0,0.0,35.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,74.0,0.0,3.0,0.0
2020-03-21,0.0,0.0,1.0,0.0,24.0,4.0,4.0,0.0,1.0,12.0,14.0,0.0,0.0,6.0,4.0,0.0,2.0,2.0,16.0,0.0,2.0,1.0,5.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,16.0,0.0,44.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,5.0,0.0,2.0,2.0,83.0,0.0,4.0,0.0
2020-03-22,0.0,0.0,2.0,0.0,27.0,5.0,5.0,0.0,1.0,13.0,23.0,0.0,0.0,9.0,6.0,0.0,2.0,3.0,20.0,0.0,3.0,5.0,8.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,20.0,0.0,114.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,3.0,1.0,0.0,5.0,1.0,2.0,3.0,94.0,0.0,4.0,0.0
2020-03-23,0.0,0.0,2.0,0.0,27.0,6.0,10.0,0.0,2.0,14.0,25.0,0.0,0.0,12.0,7.0,0.0,2.0,3.0,34.0,0.0,3.0,9.0,15.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,27.0,0.0,114.0,0.0,0.0,6.0,2.0,5.0,6.0,0.0,5.0,1.0,2.0,8.0,1.0,5.0,6.0,95.0,0.0,5.0,0.0
2020-03-24,0.0,0.0,5.0,0.0,40.0,7.0,12.0,0.0,2.0,18.0,32.0,1.0,0.0,16.0,12.0,0.0,2.0,4.0,46.0,0.0,3.0,11.0,24.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,44.0,0.0,210.0,0.0,0.0,8.0,3.0,8.0,7.0,0.0,5.0,1.0,2.0,9.0,1.0,7.0,7.0,110.0,0.0,5.0,0.0
2020-03-25,0.0,1.0,6.0,2.0,53.0,11.0,19.0,0.0,2.0,22.0,40.0,1.0,0.0,19.0,14.0,1.0,3.0,4.0,65.0,0.0,4.0,15.0,43.0,1.0,2.0,8.0,0.0,0.0,6.0,1.0,62.0,1.0,285.0,1.0,0.0,10.0,5.0,8.0,11.0,0.0,7.0,1.0,3.0,12.0,1.0,8.0,9.0,123.0,0.0,7.0,0.0
2020-03-26,1.0,1.0,8.0,3.0,65.0,19.0,21.0,1.0,3.0,28.0,48.0,0.0,0.0,26.0,17.0,1.0,3.0,4.0,83.0,0.0,4.0,25.0,60.0,2.0,6.0,8.0,0.0,0.0,10.0,1.0,81.0,1.0,385.0,2.0,0.0,15.0,7.0,11.0,16.0,0.0,9.0,1.0,3.0,18.0,1.0,9.0,13.0,132.0,0.0,8.0,0.0
2020-03-27,3.0,1.0,13.0,3.0,78.0,24.0,27.0,2.0,3.0,34.0,64.0,0.0,3.0,34.0,24.0,3.0,4.0,6.0,119.0,1.0,5.0,35.0,92.0,4.0,8.0,8.0,0.0,0.0,10.0,1.0,108.0,1.0,519.0,3.0,0.0,19.0,8.0,12.0,22.0,0.0,9.0,1.0,6.0,23.0,2.0,10.0,14.0,147.0,0.0,13.0,0.0
2020-03-28,3.0,2.0,15.0,5.0,101.0,31.0,27.0,3.0,4.0,54.0,69.0,0.0,4.0,47.0,31.0,3.0,5.0,8.0,137.0,1.0,5.0,44.0,92.0,5.0,13.0,10.0,1.0,2.0,10.0,2.0,140.0,1.0,728.0,4.0,1.0,25.0,15.0,13.0,34.0,0.0,13.0,1.0,6.0,27.0,2.0,12.0,17.0,175.0,0.0,13.0,0.0
2020-03-29,4.0,2.0,17.0,6.0,123.0,44.0,34.0,6.0,5.0,56.0,80.0,0.0,5.0,65.0,32.0,4.0,6.0,9.0,151.0,3.0,10.0,48.0,132.0,9.0,14.0,10.0,1.0,2.0,14.0,2.0,161.0,2.0,965.0,4.0,1.0,29.0,16.0,13.0,38.0,3.0,16.0,1.0,7.0,34.0,2.0,12.0,22.0,189.0,0.0,13.0,0.0
2020-03-30,6.0,3.0,20.0,7.0,133.0,51.0,36.0,6.0,9.0,63.0,87.0,0.0,6.0,73.0,35.0,6.0,8.0,9.0,185.0,3.0,15.0,56.0,184.0,10.0,16.0,13.0,4.0,2.0,15.0,3.0,198.0,2.0,1218.0,6.0,2.0,39.0,17.0,16.0,49.0,4.0,18.0,1.0,13.0,34.0,4.0,12.0,25.0,195.0,1.0,14.0,0.0
2020-03-31,13.0,3.0,24.0,8.0,153.0,51.0,69.0,10.0,9.0,77.0,111.0,0.0,7.0,99.0,49.0,7.0,9.0,11.0,239.0,5.0,18.0,89.0,259.0,12.0,20.0,14.0,4.0,3.0,17.0,3.0,267.0,4.0,1550.0,8.0,3.0,55.0,23.0,18.0,63.0,8.0,22.0,1.0,23.0,41.0,5.0,13.0,27.0,195.0,1.0,16.0,0.0
2020-04-01,26.0,3.0,29.0,10.0,171.0,69.0,85.0,11.0,11.0,87.0,139.0,1.0,9.0,141.0,65.0,9.0,10.0,17.0,273.0,7.0,31.0,122.0,337.0,17.0,22.0,18.0,5.0,4.0,26.0,4.0,355.0,5.0,1941.0,10.0,3.0,65.0,30.0,18.0,74.0,10.0,26.0,2.0,24.0,58.0,7.0,16.0,34.0,224.0,1.0,24.0,0.0
2020-04-02,32.0,3.0,32.0,12.0,203.0,80.0,112.0,12.0,12.0,128.0,163.0,1.0,9.0,157.0,78.0,11.0,13.0,20.0,310.0,7.0,36.0,154.0,417.0,18.0,26.0,19.0,5.0,5.0,38.0,4.0,537.0,6.0,2373.0,16.0,3.0,81.0,34.0,19.0,90.0,12.0,31.0,2.0,32.0,70.0,7.0,17.0,41.0,247.0,2.0,31.0,0.0
2020-04-03,35.0,3.0,41.0,12.0,237.0,97.0,131.0,14.0,15.0,163.0,184.0,2.0,9.0,210.0,102.0,11.0,17.0,31.0,370.0,9.0,42.0,192.0,479.0,22.0,29.0,19.0,5.0,6.0,43.0,5.0,646.0,7.0,2935.0,19.0,3.0,91.0,38.0,21.0,102.0,14.0,31.0,2.0,37.0,90.0,7.0,17.0,46.0,262.0,2.0,37.0,0.0
2020-04-04,43.0,5.0,52.0,14.0,276.0,111.0,165.0,14.0,21.0,191.0,201.0,3.0,10.0,243.0,116.0,14.0,21.0,37.0,409.0,10.0,53.0,216.0,540.0,24.0,35.0,24.0,5.0,6.0,46.0,7.0,846.0,10.0,3565.0,24.0,3.0,102.0,42.0,22.0,136.0,17.0,40.0,2.0,43.0,105.0,8.0,20.0,52.0,284.0,2.0,56.0,0.0
